,Source,Target,Weight
22974,어린이집,다음달,1
22975,3개월,선물,1
22976,사정,단축근무,4
22977,사정,선물,2
22978,사정,9개월,1
22979,사정,365일,1
22980,6개월,선물,1
22981,단축근무,선물,1
22982,단축근무,9개월,3
22983,선물,9개월,1
22984,선물,뭐,5
22985,선물,365일,1
22986,9개월,365일,2
22987,직장,사업자,3
22988,직장,근로자,6
22989,직장,예비맘,7
22990,사업자,근로자,3
22991,사업자,남편,6
22992,사업자,예정,2
22993,사업자,비슷,2
22994,사업자,예비맘,1
22995,사업자,상태,2
22996,사업자,근무,2
22997,근로자,예정,8
22998,근로자,비슷,1
22999,근로자,가능,9
23000,근로자,예비맘,2
23001,남편,예비맘,1
23002,비슷,예비맘,2
23003,비슷,상태,4
23004,예비맘,상태,4
23005,예비맘,근무,6
23006,네이버,24년,1
23007,언제,쌍둥이,5
23008,언제,선배님,6
23009,언제,22년,2
23010,언제,산전육아휴직,8
23011,언제,2년,5
23012,언제,30일,3
23013,쌍둥이,선배님,1
23014,쌍둥이,22년,2
23015,선배님,22년,1
23016,선배님,1년,11
23017,선배님,2년,1
23018,선배님,30일,2
23019,산전육아휴직,2년,4
23020,2년,30일,4
23021,조기복직,서류,3
23022,조기복직,급여신청,2
23023,조기복직,복잡,2
23024,급여신청,복잡,3
23025,2022년,마지막,2
23026,마지막,2024년,2
23027,경력,첫째,3
23028,경력,전환,1
23029,1년,전환,6
23030,3년,전환,1
23031,질문,인터넷,4
23032,질문,퇴직,3
23033,질문,임산부,4
23034,진행,인터넷,2
23035,진행,답변,6
23036,진행,엄마,3
23037,진행,퇴직,1
23038,진행,임산부,1
23039,인터넷,엄마,2
23040,인터넷,육아휴직급여,1
23041,인터넷,생각,2
23042,인터넷,육아휴직중,1
23043,인터넷,퇴직,1
23044,인터넷,상황,7
23045,인터넷,임산부,3
23046,답변,임산부,6
23047,엄마,임산부,4
23048,육아휴직급여,퇴직,1
23049,퇴직,상황,1
23050,퇴직,임산부,1
23051,21년,계신가요,1
23052,21년,31일,1
23053,계신가요,계산,1
23054,계신가요,31일,1
23055,계신가요,확인,3
23056,계신가요,22년,2
23057,포함,사정,1
23058,포함,확인서,1
23059,포함,인사팀,3
23060,사정,문의,2
23061,사정,확인서,2
23062,사정,2개월,2
23063,사정,어디,1
23064,사정,확인,2
23065,문의,확인서,2
23066,문의,사후지급금,6
23067,문의,종료,2
23068,문의,확인,6
23069,확인서,둘째,1
23070,확인서,2개월,1
23071,확인서,어디,1
23072,확인서,사후지급금,3
23073,확인서,연차사용,1
23074,확인서,종료,1
23075,확인서,인사팀,3
23076,확인서,상황,1
23077,확인서,첫째,1
23078,2개월,연차사용,1
23079,2개월,종료,1
23080,2개월,인사팀,2
23081,어디,연차사용,2
23082,어디,종료,2
23083,어디,인사팀,2
23084,사후지급금,연차사용,2
23085,연차사용,인사팀,1
23086,연차사용,상황,3
23087,종료,인사팀,3
23088,인사팀,확인,10
23089,지원금,육아휴직출산휴가,1
23090,지원금,초,2
23091,지원금,정산,1
23092,지원금,퇴직,3
23093,지원금,육아휴직하,2
23094,육아휴직출산휴가,답답,1
23095,육아휴직출산휴가,내년,3
23096,육아휴직출산휴가,초,2
23097,육아휴직출산휴가,정산,2
23098,육아휴직출산휴가,퇴직,2
23099,육아휴직출산휴가,육아휴직하,1
23100,문제,육아휴직하,1
23101,문제,퇴직금,3
23102,답답,초,1
23103,답답,정산,1
23104,답답,퇴직,1
23105,답답,육아휴직하,2
23106,내년,정산,3
23107,내년,육아휴직하,8
23108,초,육아휴직하,3
23109,정산,육아휴직하,1
23110,퇴직,육아휴직하,1
23111,육아휴직하,퇴직금,1
23112,수당,육아휴직중,5
23113,육아휴직때,납부,2
23114,육아휴직때,선택,1
23115,육아휴직때,복귀,2
23116,건강보험료,선택,1
23117,납부,선택,2
23118,납부,복귀,2
23119,아이,부분,8
23120,어린이집,부분,5
23121,경험,휴가,6
23122,경험,부분,2
23123,엄마,10개월,1
23124,생각,10개월,6
23125,단위,신청시,1
23126,신청시,가능,4
23127,휴가,병원,4
23128,병원,기준,1
23129,병원,계산,4
23130,부탁,조언,6
23131,고용보험,필요,1
23132,고용보험,잘아시는분,2
23133,요청,문의,3
23134,요청,자료,1
23135,요청,필요,4
23136,요청,잘아시는분,2
23137,제출,출산휴가급여,4
23138,문의,담당자,5
23139,문의,자료,1
23140,문의,출산휴가급여,1
23141,문의,필요,2
23142,문의,잘아시는분,2
23143,서류,자료,2
23144,서류,출산휴가급여,4
23145,담당자,자료,1
23146,자료,출산휴가급여,1
23147,자료,잘아시는분,1
23148,출산휴가급여,필요,1
23149,출산휴가급여,잘아시는분,1
23150,필요,잘아시는분,1
23151,단축근무,조기복직,4
23152,단축근무,적용,7
23153,단축근무,첫째,11
23154,조기복직,복직후,2
23155,조기복직,기간,7
23156,조기복직,첫째,6
23157,복직후,적용,3
23158,복직후,법,1
23159,해당,계신가요,4
23160,12개월,권고사직,3
23161,방법,계신가요,1
23162,9개월,권고사직,1
23163,9개월,계신가요,2
23164,권고사직,계신가요,1
23165,신청,계신가요,4
23166,육아휴직중,계신가요,6
23167,내년,상여금,2
23168,육아휴직기간,요청,2
23169,육아휴직기간,단축근무,4
23170,육아휴직기간,직장맘,1
23171,육아휴직기간,육아휴직중,9
23172,단축근무,실업급여,5
23173,단축근무,이유,2
23174,단축근무,육아휴직중,3
23175,단축근무,권고사직,3
23176,직장맘,실업급여,2
23177,직장맘,이유,2
23178,직장맘,육아휴직중,1
23179,실업급여,이유,6
23180,내년,권고사직,5
23181,이유,육아휴직중,2
23182,중순,언제쯤,1
23183,시,추가,3
23184,시,연가,4
23185,추가,궁금한,3
23186,말씀,연가,1
23187,말씀,궁금한,1
23188,연가,궁금한,2
23189,연가,회사,3
23190,출산,시행,1
23191,시행,생각,2
23192,임신중,직장맘,1
23193,임신중,제도,2
23194,임신중,복귀,5
23195,직장맘,제도,1
23196,생각,제도,2
23197,제도,복귀,1
23198,제도,문제,4
23199,제도,복직예정,1
23200,제도,월급,2
23201,문제,복직예정,2
23202,복직예정,고민,8
23203,복직예정,월급,4
23204,복직예정,맘,1
23205,글,45일,5
23206,글,초등학교,3
23207,90,문의,2
23208,90,2개월,5
23209,90,고용노동부,3
23210,90,부분,2
23211,90,경우,1
23212,문의,뭐,5
23213,문의,이해,1
23214,문의,입사,2
23215,문의,부분,2
23216,문의,초등학교,1
23217,기간,이해,9
23218,2개월,45일,2
23219,2개월,이해,1
23220,2개월,입사,2
23221,2개월,초등학교,1
23222,45일,어디,4
23223,45일,입사,1
23224,45일,초등학교,1
23225,어디,뭐,8
23226,어디,이해,4
23227,어디,부분,1
23228,어디,경우,2
23229,어디,근무,8
23230,뭐,입사,1
23231,이해,입사,2
23232,이해,경우,3
23233,입사,고용노동부,1
23234,휴가,고용노동부,4
23235,휴가,초등학교,1
23236,고용노동부,경우,6
23237,고용노동부,초등학교,6
23238,부분,초등학교,1
23239,경우,초등학교,4
23240,사람,정보,1
23241,사람,이후,8
23242,사람,30일,3
23243,정보,문제,2
23244,정보,이후,4
23245,정보,나중,4
23246,정보,상태,4
23247,신청시,처리,2
23248,신청시,사후지급금,1
23249,신청시,육아휴직때,1
23250,신청시,확인,2
23251,처리,담당자,3
23252,처리,육아휴직때,2
23253,작성,담당자,5
23254,작성,육아휴직때,1
23255,사후지급금,육아휴직때,1
23256,육아휴직때,확인,1
23257,육아휴직기간,처리,2
23258,육아휴직기간,고용노동부,4
23259,육아휴직기간,육아휴직후,2
23260,육아휴직기간,만약,1
23261,사용,육아휴직후,6
23262,날짜,발생,5
23263,날짜,육아휴직후,1
23264,예정일,육아휴직후,1
23265,연차,육아휴직후,5
23266,연차,권고사직,4
23267,처리,발생,3
23268,처리,수당,3
23269,처리,고용노동부,11
23270,처리,만약,2
23271,6개월,수당,11
23272,6개월,육아휴직후,9
23273,작성,발생,4
23274,작성,수당,2
23275,작성,육아휴직후,1
23276,작성,휴직기간,2
23277,발생,육아휴직후,2
23278,발생,권고사직,2
23279,발생,만약,1
23280,기간,육아휴직후,2
23281,수당,가능,7
23282,수당,고용노동부,3
23283,수당,육아휴직후,2
23284,수당,만약,3
23285,답변,육아휴직후,1
23286,답변,권고사직,4
23287,답변,만약,5
23288,내년,육아휴직후,2
23289,내년,휴직기간,2
23290,고용노동부,육아휴직후,2
23291,고용노동부,휴직기간,3
23292,고용노동부,권고사직,4
23293,육아휴직후,휴직기간,2
23294,육아휴직후,90일,1
23295,육아휴직후,만약,1
23296,휴직기간,권고사직,2
23297,휴직기간,만약,2
23298,90일,권고사직,1
23299,권고사직,만약,2
23300,육아휴직시,서류,2
23301,육아휴직시,사업장,4
23302,한번,사업장,3
23303,단축근무,신랑,2
23304,단축근무,주변,1
23305,단축근무,부부,1
23306,단축근무,경우,3
23307,요청,고민,1
23308,요청,주변,1
23309,요청,부부,1
23310,신랑,주변,3
23311,신랑,업무,2
23312,퇴사,부부,2
23313,주변,경우,2
23314,부부,업무,1
23315,부부,경우,4
23316,나중,2개월,5
23317,상관,2개월,3
23318,산전육아휴직,조기복직,1
23319,출산,조기복직,3
23320,고용보험,예비맘,4
23321,예비맘,상황,5
23322,예비맘,등록,2
23323,등록,근무,2
23324,7개월,중소기업,2
23325,7개월,경험,2
23326,7개월,복귀,1
23327,아이,9개월,6
23328,아이,계획,5
23329,어린이집,중소기업,2
23330,중소기업,9개월,3
23331,중소기업,내년,7
23332,중소기업,복귀,2
23333,9개월,내년,11
23334,9개월,경험,3
23335,말씀,첫째,6
23336,경험,계획,6
23337,경험,복귀,4
23338,엄마,초등학교,10
23339,질문,고민,8
23340,21년,남편,2
23341,21년,월급,5
23342,21년,시작,3
23343,21년,아기,3
23344,연말정산,아기,2
23345,아이,서류,8
23346,지금,처리,4
23347,처리,공무원,4
23348,처리,2년,2
23349,공무원,출근,1
23350,서류,내년,3
23351,서류,출근,4
23352,23년,쌍둥이,6
23353,쌍둥이,21년,2
23354,연말,공무원,4
23355,연가,소진,4
23356,소진,육아휴직중,2
23357,글,궁금한,9
23358,사용,복직예정,8
23359,복직예정,주말,3
23360,복직예정,연가,1
23361,복직예정,궁금한,2
23362,복직예정,육아휴직후,4
23363,복직예정,출산,8
23364,복직예정,말,2
23365,복직예정,근무,6
23366,주말,연가,2
23367,연가,육아휴직후,1
23368,궁금한,육아휴직후,1
23369,궁금한,말,8
23370,3개월,16일,4
23371,16일,30,2
23372,날짜,추가,1
23373,추가,2023년,2
23374,날짜,사업장,5
23375,출산휴가육아휴직,사업장,3
23376,사업장,말,7
23377,예정일,중간,8
23378,예정일,경험,3
23379,예정일,병원,4
23380,예정일,부탁,5
23381,예정일,자동,3
23382,보장,등록,1
23383,보장,제출,2
23384,보장,답변,1
23385,보장,준비,1
23386,보장,병원,1
23387,보장,부탁,1
23388,보장,출휴,3
23389,보장,자동,1
23390,보장,만약,1
23391,진행,중간,3
23392,진행,등록,2
23393,진행,경험,2
23394,진행,준비,1
23395,진행,병원,1
23396,진행,부탁,1
23397,진행,휴가,4
23398,진행,출휴,2
23399,진행,자동,1
23400,중간,등록,1
23401,중간,제출,6
23402,중간,병원,3
23403,중간,부탁,1
23404,중간,휴가,4
23405,중간,자동,1
23406,중간,만약,1
23407,등록,제출,5
23408,등록,지급,2
23409,등록,예정,3
23410,등록,답변,2
23411,등록,경험,1
23412,등록,준비,1
23413,등록,병원,2
23414,등록,45일,1
23415,등록,부탁,1
23416,등록,휴가,5
23417,등록,출휴,1
23418,등록,자동,4
23419,등록,만약,1
23420,제출,경험,4
23421,제출,준비,6
23422,제출,부탁,2
23423,제출,자동,6
23424,지급,준비,5
23425,지급,병원,2
23426,지급,부탁,3
23427,지급,자동,2
23428,답변,병원,6
23429,경험,병원,3
23430,경험,출휴,2
23431,경험,자동,1
23432,경험,만약,1
23433,준비,45일,2
23434,준비,휴가,6
23435,준비,자동,1
23436,준비,만약,2
23437,병원,45일,2
23438,병원,부탁,2
23439,병원,자동,1
23440,병원,만약,3
23441,45일,부탁,3
23442,부탁,자동,2
23443,부탁,만약,1
23444,출휴,자동,2
23445,출휴,만약,4
23446,자동,만약,2
23447,아이,제출,9
23448,아이,정보,4
23449,질문,달,5
23450,질문,거부,4
23451,시,제출,11
23452,시,맘,4
23453,어린이집,정보,3
23454,어린이집,맘,6
23455,집,확정,1
23456,집,정보,2
23457,집,거부,1
23458,직장,확정,2
23459,확정,요청,1
23460,확정,제출,1
23461,확정,정보,1
23462,확정,달,1
23463,확정,거부,1
23464,확정,이후,2
23465,확정,상황,3
23466,확정,맘,1
23467,요청,정보,1
23468,요청,달,1
23469,요청,맘,1
23470,제출,정보,1
23471,제출,달,4
23472,제출,거부,3
23473,제출,비슷,2
23474,제출,맘,2
23475,정보,달,2
23476,정보,거부,2
23477,정보,퇴사,4
23478,정보,사후지급금,2
23479,정보,맘,1
23480,달,거부,1
23481,달,비슷,2
23482,달,사후지급금,2
23483,달,맘,2
23484,거부,이후,1
23485,거부,실업급여,8
23486,거부,비슷,1
23487,거부,사후지급금,2
23488,거부,맘,2
23489,이후,비슷,5
23490,이후,맘,2
23491,실업급여,비슷,1
23492,내년,비슷,7
23493,내년,사후지급금,8
23494,비슷,맘,2
23495,원장님,6개월,4
23496,원장님,걱정,4
23497,원장님,눈치,2
23498,원장님,남편,3
23499,원장님,법,3
23500,원장님,복귀,3
23501,6개월,걱정,9
23502,걱정,법,4
23503,출산휴가90,산전육아휴직,4
23504,산전육휴,고용보험,2
23505,산전육휴,등록,3
23506,아래,등록,1
23507,서류,등록,11
23508,한번,등록,5
23509,임신중,날짜,2
23510,임신중,나머지,4
23511,임신중,급여신청,1
23512,임신중,90일,2
23513,사용,급여신청,4
23514,날짜,급여신청,5
23515,예정,급여신청,1
23516,급여신청,90일,3
23517,서류,지원,2
23518,서류,생각,10
23519,지원,육아휴직중,5
23520,주말,육아휴직기간,2
23521,주말,선택,2
23522,주말,뒤,1
23523,주말,신청서,2
23524,신청,포함해서,3
23525,육아휴직기간,신청서,4
23526,포함해서,선택,1
23527,포함해서,뒤,2
23528,포함해서,신청서,1
23529,선택,뒤,2
23530,뒤,신청서,5
23531,아이,2022년,4
23532,아이,불이익,2
23533,아이,출휴,3
23534,질문,걱정,2
23535,질문,수당,6
23536,질문,불이익,1
23537,질문,마음,4
23538,질문,준비,5
23539,질문,법,8
23540,시,불이익,3
23541,시,준비,3
23542,처리,제출,7
23543,처리,2022년,2
23544,처리,불이익,3
23545,처리,법,2
23546,제출,발생,3
23547,아기,2022년,3
23548,아기,불이익,3
23549,걱정,작성,2
23550,걱정,발생,1
23551,걱정,2022년,1
23552,걱정,수당,2
23553,걱정,지급,3
23554,작성,불이익,1
23555,발생,불이익,1
23556,발생,마음,2
23557,발생,준비,1
23558,2022년,수당,3
23559,2022년,지급,3
23560,2022년,불이익,1
23561,2022년,마음,1
23562,2022년,준비,2
23563,2022년,출휴,4
23564,2022년,법,2
23565,기간,준비,3
23566,퇴사,불이익,10
23567,수당,불이익,2
23568,수당,출휴,4
23569,지급,불이익,1
23570,불이익,준비,1
23571,불이익,휴가,1
23572,불이익,출산,5
23573,불이익,법,1
23574,준비,법,1
23575,출휴,법,3
23576,중간,직장,2
23577,중간,중소기업,1
23578,중간,출산후,2
23579,중간,퇴사,5
23580,중간,나중,4
23581,중간,소득,1
23582,중간,얘기,1
23583,직장,중소기업,5
23584,직장,1달,1
23585,중소기업,출산후,3
23586,중소기업,나중,1
23587,중소기업,1달,1
23588,중소기업,소득,1
23589,아기,출산후,4
23590,아기,1달,1
23591,아기,소득,2
23592,출산후,소득,1
23593,출산후,얘기,1
23594,나중,1달,3
23595,내년,1달,2
23596,1년,소득,3
23597,1달,소득,1
23598,1달,얘기,2
23599,생각,소득,4
23600,소득,얘기,2
23601,아이,5개월,3
23602,사용,답답,4
23603,사용,맞벌이,4
23604,추가,답답,3
23605,추가,시간,1
23606,추가,고민,3
23607,추가,맞벌이,1
23608,추가,비슷,1
23609,추가,필요,1
23610,추가,4개월,1
23611,추가,조언,2
23612,추가,5개월,2
23613,추가,몇개월,1
23614,직장,5개월,2
23615,아기,4개월,3
23616,아기,5개월,4
23617,아기,몇개월,4
23618,답답,직장맘,1
23619,답답,비슷,2
23620,답답,이유,3
23621,답답,댓글,2
23622,답답,4개월,1
23623,답답,조언,1
23624,답답,5개월,1
23625,답답,몇개월,1
23626,시간,이유,4
23627,시간,4개월,2
23628,시간,5개월,2
23629,퇴사,맞벌이,9
23630,퇴사,4개월,3
23631,퇴사,몇개월,5
23632,직장맘,비슷,2
23633,직장맘,필요,2
23634,직장맘,4개월,1
23635,직장맘,5개월,2
23636,남편,5개월,2
23637,남편,몇개월,5
23638,고민,4개월,3
23639,고민,5개월,4
23640,마음,비슷,4
23641,마음,4개월,1
23642,마음,5개월,1
23643,마음,몇개월,1
23644,맞벌이,비슷,1
23645,맞벌이,이유,2
23646,맞벌이,필요,3
23647,맞벌이,댓글,2
23648,맞벌이,4개월,1
23649,맞벌이,상황,6
23650,맞벌이,조언,2
23651,맞벌이,5개월,1
23652,맞벌이,몇개월,1
23653,비슷,4개월,1
23654,비슷,5개월,1
23655,비슷,몇개월,2
23656,이유,필요,3
23657,이유,4개월,2
23658,이유,조언,8
23659,이유,5개월,1
23660,이유,몇개월,4
23661,필요,댓글,2
23662,필요,4개월,1
23663,필요,몇개월,1
23664,댓글,5개월,1
23665,4개월,상황,4
23666,4개월,조언,1
23667,4개월,몇개월,1
23668,조언,5개월,1
23669,조언,몇개월,2
23670,5개월,몇개월,1
23671,복직,부탁,4
23672,나머지,부탁,3
23673,나머지,사후지급금,4
23674,6개월,부탁,3
23675,답변,150만원,5
23676,150만원,부탁,3
23677,150만원,사후지급금,1
23678,육아휴직급여,부탁,2
23679,한달,부탁,1
23680,한달,최대,5
23681,부탁,사후지급금,1
23682,부탁,최대,4
23683,신청,최대,4
23684,23년,출산휴가90,5
23685,출산휴가90,연차수당,1
23686,출산휴가90,출휴,1
23687,연차수당,가능,2
23688,연차수당,출휴,1
23689,시,육아휴직급여,6
23690,시,등록,2
23691,추가,내용,2
23692,추가,등록,1
23693,문제,사업장,2
23694,문제,궁금한,3
23695,문제,등록,1
23696,이후,등록,2
23697,150만원,사업장,3
23698,150만원,궁금한,2
23699,150만원,등록,2
23700,육아휴직급여,사업장,3
23701,육아휴직급여,등록,9
23702,사업장,내용,5
23703,궁금한,내용,2
23704,궁금한,등록,2
23705,내용,등록,1
23706,어린이집,전화,5
23707,어린이집,퇴사처리,4
23708,어린이집,이번달,2
23709,어린이집,휴직기간,2
23710,어린이집,권고사직,4
23711,실업급여,휴직기간,1
23712,전화,퇴사처리,3
23713,전화,휴직기간,1
23714,전화,출휴,3
23715,전화,권고사직,3
23716,퇴사처리,이번달,1
23717,퇴사처리,휴직기간,1
23718,이번달,휴직기간,1
23719,이번달,권고사직,2
23720,육아휴직중,출휴,6
23721,휴직기간,출휴,2
23722,아이,출퇴근,4
23723,직장,9개월,3
23724,이직,9개월,2
23725,이직,휴직중,1
23726,이직,적응,1
23727,9개월,휴직중,2
23728,9개월,출퇴근,2
23729,스트레스,휴직중,1
23730,스트레스,엄마,6
23731,스트레스,적응,2
23732,휴직중,엄마,1
23733,휴직중,적응,1
23734,휴직중,출퇴근,1
23735,엄마,출퇴근,2
23736,적응,출퇴근,1
23737,맞벌이,3년,1
23738,맞벌이,공무원,1
23739,3년,육아휴직중,6
23740,해당,2023년,4
23741,자료,어플,1
23742,육아휴직중,어플,1
23743,연말정산,복잡,1
23744,올해,복잡,3
23745,소득,복잡,1
23746,7개월,연차,3
23747,7개월,퇴사,4
23748,7개월,복직한지,3
23749,7개월,소진,1
23750,7개월,연차수당,1
23751,7개월,지급,1
23752,7개월,작년,1
23753,질문,연차수당,4
23754,연차,복직한지,1
23755,연차,4개월,3
23756,복직한지,소진,1
23757,복직한지,연차수당,1
23758,복직한지,지급,1
23759,복직한지,내년,1
23760,복직한지,작년,1
23761,소진,4개월,2
23762,소진,5개월,1
23763,연차수당,4개월,1
23764,연차수당,출산,3
23765,연차수당,5개월,1
23766,지급,4개월,2
23767,지급,5개월,2
23768,4개월,작년,2
23769,4개월,말,2
23770,23년,15개,5
23771,24년,출산전,3
23772,24년,연말정산,1
23773,24년,현재,2
23774,출산후,28일,2
23775,출산후,연말정산,1
23776,28일,연말정산,1
23777,28일,현재,1
23778,28일,15개,1
23779,28일,확인,4
23780,출산전,연말정산,1
23781,출산전,현재,2
23782,출산전,15개,1
23783,연말정산,15개,1
23784,연말정산,확인,3
23785,현재,출산휴가육아휴직,2
23786,15개,확인,4
23787,23년,단축근무,3
23788,단축근무,서류,2
23789,단축근무,선배님,1
23790,단축근무,이해,3
23791,제출,이해,6
23792,작성,선배님,4
23793,서류,선배님,3
23794,서류,이해,4
23795,서류,임신,8
23796,서류,법,3
23797,선배님,신청서,2
23798,선배님,이해,2
23799,선배님,출휴,3
23800,선배님,법,3
23801,이해,출휴,3
23802,이해,말,4
23803,본인,서류,2
23804,본인,네이버,1
23805,본인,댓글,3
23806,본인,급여신청,1
23807,본인,출휴,2
23808,본인,근무,7
23809,서류,네이버,1
23810,서류,댓글,1
23811,네이버,댓글,1
23812,네이버,급여신청,1
23813,댓글,출휴,1
23814,급여신청,처음,4
23815,급여신청,출휴,2
23816,처음,확인,7
23817,직장,육아휴직신청서,1
23818,퇴직,시,3
23819,정부,유급,1
23820,사용,부모급여,2
23821,지원,내년,7
23822,지원,유급,1
23823,지원,부모급여,5
23824,지급,유급,2
23825,육아휴직급여,유급,5
23826,육아휴직급여,부모급여,10
23827,유급,부모급여,1
23828,육아휴직시,200만원,5
23829,육아휴직시,통상임금,3
23830,200만원,통상임금,4
23831,200만원,필요,1
23832,통상임금,단축근무,2
23833,통상임금,필요,1
23834,승진,기준,1
23835,승진,이사,1
23836,승진,22년,1
23837,승진,맞벌이,2
23838,승진,급여,2
23839,승진,육아휴직하,1
23840,23년,이사,3
23841,23년,육아휴직하,1
23842,걱정,22년,3
23843,걱정,육아휴직하,6
23844,기준,이사,1
23845,기준,맞벌이,2
23846,기준,육아휴직하,3
23847,이사,예정,5
23848,이사,22년,1
23849,이사,맞벌이,1
23850,이사,연봉,1
23851,이사,육아휴직하,3
23852,예정,육아휴직하,3
23853,22년,맞벌이,2
23854,22년,육아휴직하,1
23855,맞벌이,내년,9
23856,맞벌이,육아휴직하,1
23857,연봉,육아휴직하,1
23858,급여,육아휴직하,8
23859,작성,30,2
23860,시작일,예정일,2
23861,30,신청서,3
23862,그것,경험,3
23863,2개월,마음,5
23864,마음,12개월,2
23865,어린이집,복직예정,5
23866,아기,복직예정,7
23867,3년,신랑,2
23868,3년,복직예정,3
23869,3년,출근,2
23870,신랑,복직예정,2
23871,복직예정,출근,2
23872,2023년,법,2
23873,조건,올해,2
23874,2022년,뒤,3
23875,처리,조건,3
23876,처리,계약직,1
23877,처리,전환,2
23878,조건,인사팀,1
23879,조건,내용,2
23880,조건,해당,1
23881,조건,전환,2
23882,기간,퇴직,5
23883,퇴사,내용,3
23884,퇴사,전환,3
23885,실업급여,해당,5
23886,실업급여,전환,1
23887,사업장,인사팀,2
23888,사업장,퇴직,4
23889,사업장,해당,4
23890,사업장,계약직,3
23891,사업장,2년,2
23892,사업장,전환,1
23893,종료,퇴직,1
23894,종료,해당,3
23895,종료,계약직,4
23896,종료,2년,2
23897,종료,전환,1
23898,인사팀,퇴직,1
23899,인사팀,계약직,1
23900,인사팀,2년,1
23901,인사팀,임신,4
23902,인사팀,경우,3
23903,내용,퇴직,1
23904,내용,계약직,1
23905,내용,전환,1
23906,내용,경우,2
23907,퇴직,해당,2
23908,퇴직,계약직,1
23909,퇴직,2년,2
23910,퇴직,전환,1
23911,해당,계약직,2
23912,해당,전환,1
23913,계약직,전환,1
23914,계약직,경우,2
23915,2년,전환,1
23916,2년,경우,5
23917,3개월,원장님,2
23918,23년,원장님,2
23919,23년,150만원,3
23920,어린이집,기존,2
23921,원장님,직장,4
23922,원장님,달,1
23923,원장님,기존,1
23924,원장님,급여,2
23925,원장님,150만원,1
23926,원장님,육아휴직급여,1
23927,원장님,월급,2
23928,달,기존,3
23929,육아휴직급여,말,6
23930,글,언제,4
23931,글,80,3
23932,90,언제,3
23933,90,최대,2
23934,90,직장,3
23935,90,단축근무,1
23936,90,쌍둥이,1
23937,90,80,2
23938,90,2년,3
23939,90,첫째,5
23940,90,30일,7
23941,예정일,정보,6
23942,예정일,내용,3
23943,언제,최대,2
23944,언제,날짜,13
23945,언제,사용가능,1
23946,언제,정보,2
23947,언제,궁금한,1
23948,언제,내용,2
23949,언제,첫째,2
23950,언제,이상,4
23951,최대,사용가능,4
23952,최대,정보,1
23953,최대,쌍둥이,2
23954,최대,휴가,7
23955,최대,궁금한,4
23956,최대,30일,3
23957,날짜,80,2
23958,사용가능,단축근무,4
23959,사용가능,정보,1
23960,사용가능,쌍둥이,1
23961,사용가능,80,2
23962,사용가능,궁금한,2
23963,사용가능,내용,1
23964,사용가능,2년,1
23965,직장,쌍둥이,1
23966,단축근무,정보,4
23967,단축근무,80,2
23968,단축근무,휴가,6
23969,단축근무,궁금한,6
23970,단축근무,내용,2
23971,정보,쌍둥이,2
23972,정보,80,1
23973,정보,2년,3
23974,정보,첫째,1
23975,정보,이상,2
23976,쌍둥이,80,1
23977,쌍둥이,궁금한,2
23978,쌍둥이,이상,3
23979,80,휴가,2
23980,80,궁금한,4
23981,80,내용,4
23982,80,2년,1
23983,80,이상,5
23984,80,30일,2
23985,휴가,내용,2
23986,내용,이상,4
23987,내용,30일,3
23988,30,일정,2
23989,단위,일정,2
23990,정부,기준,4
23991,정부,주변,2
23992,정부,필요,4
23993,정부,댓글,1
23994,기준,주변,2
23995,기준,필요,4
23996,기준,부모급여,3
23997,육아휴직급여,주변,2
23998,주변,댓글,2
23999,주변,고용노동부,2
24000,주변,부모급여,2
24001,필요,고용노동부,8
24002,필요,부모급여,4
24003,댓글,부모급여,1
24004,고용노동부,부모급여,2
24005,상태,부모급여,2
24006,돈,얘기,4
24007,돈,육아휴직하,2
24008,얘기,육아휴직하,1
24009,승진,유급,2
24010,승진,아기,4
24011,유급,고민,7
24012,유급,계획,4
24013,계약직,휴직중,1
24014,계약직,상여금,1
24015,계약직,연말,1
24016,휴직중,상여금,2
24017,휴직중,기간,2
24018,휴직중,자리,1
24019,질문,상여금,1
24020,질문,자리,1
24021,상여금,자리,1
24022,연말,자리,1
24023,이번달,복직예정,2
24024,사후지급금,복직예정,3
24025,실업급여,복직예정,3
24026,가능,복직예정,2
24027,이후,경험,6
24028,기준,경험,6
24029,연장,인터넷,1
24030,인터넷,단축근무,5
24031,인터넷,달,1
24032,인터넷,조기복직,1
24033,인터넷,초,2
24034,인터넷,한달,4
24035,달,조기복직,1
24036,조기복직,초,1
24037,조기복직,계획,4
24038,언제,4대보험,3
24039,언제,확정,5
24040,언제,유예,1
24041,언제,부탁,5
24042,언제,댓글,5
24043,시,부탁,1
24044,23년,4대보험,3
24045,23년,확정,6
24046,23년,유예,1
24047,4대보험,확정,1
24048,4대보험,계획,3
24049,확정,유예,1
24050,확정,부탁,1
24051,확정,댓글,2
24052,확정,연차소진,1
24053,유예,댓글,2
24054,유예,연차소진,1
24055,유예,계획,1
24056,부탁,댓글,7
24057,부탁,연차소진,1
24058,부탁,계획,3
24059,둘째,이전,4
24060,사람,사업장,2
24061,사람,종료,2
24062,사람,댓글,3
24063,사람,계약직,4
24064,사람,복잡,3
24065,사람,중순,3
24066,사람,직원,6
24067,걱정,종료,1
24068,걱정,복잡,2
24069,걱정,나중,6
24070,걱정,중순,1
24071,걱정,이상,5
24072,걱정,직원,3
24073,걱정,맘,1
24074,기간,출퇴근,2
24075,기간,복잡,3
