title,detail
남은 육아휴직 30일 미만일 때 육휴급여 나오나요?,"만약 육아휴직 20일 남기고 복직했을 경우
추후에 20일만 사용할 때에도 육아휴직급여 받을 수 있나요?
30일 미만 남으면 안나온다는 얘기를 들은 것 같아서요ㅜㅜ"
이번달 육아휴직 급여 끝인데 퇴사는 언제해야하나요?사후지급금받으려구요,"4/6일 어제가 마지막 신청 날짜였어요!
회사에서 권고사직 날짜를 언제로 해야하나요?
그리고 사후지급금 바로 신청 가능한가요?
실업급여도 같이 신청 가능할까요?"
배우자 육아휴직 사용시 급여 질문드립니다!,"안녕하세요.
제가 2022.9~2023.9 육아휴직 1년 사용했습니다.
2025년 6월부터 배우자가 3개월 육아휴직 사용하려고 하는데요
궁굼한게
1. 그럼 제 육아휴직 6개월 더 사용할 수 있는건가요?
2. 배우자 육아휴직급여 3개월 250만원씩 3개월 나오는게 맞나요??!
아시는분 답글좀 달아주시면 감사하겠습니다!!!!"
첫째 육아휴직 6개월 사용후 바로 둘째육아휴직 6개월 사용 가능한가요!??,"제곧내 긴 한데
첫째걸로 6개월 육휴 사용하고
이어서 바로 둘째걸로 6개월 육휴 사용이가능한가요??
6개월까지 지급금액많아서 저렇게도 되는건지
안되는지 궁금한데
혹시 해보신분이나 알고계신분 있으신가요~!?
미리감사랍니다~~"
첫째 육아휴직 남은거 둘째 육아휴직에 붙여 쓸 수 있나요?,"곧 복직 앞둔 엄마에요.
한 달 정도 남기고 복직하려는데 둘째 생각도 있어서요.
만약 둘째 갖고 육아휴직을 1년 하게 되면
첫째 때 남은 육아휴직 한 달을
그 때 붙여서 13개월로 쓸 수 있나요?"
육아휴직 아빠의 달 질문,"안녕하세요!
25년 2월에 첫째 출산하고 60일된 꾸리맘입니다
제가 1월1일 부터 3월 까지 출산휴가 90일 쓰고
4월1일부터 내년 1월말까지 육아휴직 예정이에요
남편도 오늘부터 육아휴직중이에요 (4월7일부터 10월까지 6개월예정)
저는 사기업이고 남편이 공무원인데요
저는 6+6 이고 남편은 아빠의달 이라고하더라고요
제가 궁금한건 제가 고용노동부에 육아휴직급여 신청할때 어떻게 해야 6+6을 적용받을수있는지 입니다
고용 24에는 아직 육아휴직 신청서가 등록이 안되어있고 회사에서는 이번달 말에 급여 신청전에 신청서 등록을 한다고하더라고요.. 관할 고용노동부 전화를 계속해도 민원이 많은지 통화가 안되구요..
혹시 이부분 잘 아시는 맘님 있으면 답변부탁드릴게요"
첫째 육아휴직중 둘째임신,"이번년도 7월에 첫째 육아휴직 종료입니다
둘째임신을하여 10월말 출산예정이라
두달 복귀를 해야하는데요.
쭉 이어서 둘째 휴직을 사용하고싶어요
출산휴가 9월에 들어가게된다면
첫째 육아휴직종료 후 바로 산전육아휴직을 사용할수있나요? (출산휴가를 먼저 사용해야지만 육아휴직 사용이 가능하다고 들어서요ㅠ)
도움부탁드립니다🙏🏻"
육아휴직 변경되면? 2026?2027년도,"현재는 12개월이지만
법이 개정되면 최소 1일은 남아있어야 변경된 법으로 적용이 가능하다는 말을 들었어요
2026년 만약에 18개월 육아휴직 변경될경우
2025년 11개월만 육아휴직 썻던 사람은
변경된 법에 맞춰 쓸수 잇고
12개월 다 쓴 사람은 못한다고 하네요
맞나요???"
육아휴직 예시 대략 정리해봤는데 이게 맞을까요?,"12/1일 경우 쉬는기간이랑 급여 나오는게 대략 저렇게 나오는게 맞는건가요?
생각보다 어렵네요..ㅠㅠ"
한달 남은 육휴 !,"5월 둘째주부터 연차소진+출산휴가+육아휴직 붙여서 사용 예정인데 .. 이렇게 오래 쉬어본적이 없어서 설레네요..
대신 들어가기전 업무 인수인계하느라 정신없는 요즘 입니다 ㅜㅜ"
복직이 한달도 안남았네요...ㅎㅎ,"현재 약 1년여간의 육아 휴직을 끝내고 복직을 앞두고 있습니다.
휴직 시작할때는 1년이 긴시간인거 같은데 벌써 한달 앞으로 다가 왔네요 ㅎㅎ..
뭔가 설레기도 하고... 겁나기도 하고 긴장이 되네요 ...!
휴직 후 복직하신분들 기분이 어떠셨나요....후.."
육아휴직 배우자 3개월이상이면?,"육아휴직 제가 1년쓰고, 5월에 납니다.
남편이 6월부터 6개월간 쓰려고 하는데
그럼 9월부터 제가 6개월 더 사용가능한가요??"
출산휴가 시작!!,"3월에 회사 휴가 다 쓰고
이제 출산휴가 시작했어요!!!
3개월 후에 육아휴직인데 ㅎㅎㅎㅎ
아직실감이 안나네요 ㅎㅎㅎ"
육아휴직 급여,"안녕하세요
산전 육휴 들어간지 한달 지나 급여 신청하려는데,
회사에서 먼저 사업주 확인 해주어야하는거죠~?
안되어있으면 인사팀에 문의하면 될까요?"
교사 출산휴가 육아휴직 도와주세요ㅠ,"안녕하세요 초등교사 예비맘입니다
25년 12월 6일 예정일이라서
25.10.22~26.1.19 (총 90일) 출산휴가를 쓰려고 합니다.
몇 가지 고민이 있는데 선배님들 도와주시면 감사하겠습니다ㅠ
1. 25.10.22~25.12.5 (45일) / 25.12.6~26.1.19 (45일) 이렇게 기준일 잡는게 맞나요?
2. 근무 개월수에 따라 정근수당, 성과급이 지급되기 때문에 1일기준으로 휴직을 쓰는게 좋겠는데,,
26.1.20부터 육아휴직이 아닌 26.2.1~27.1.31. 이렇게 1년 육아휴직을 써도 되나요?
규정상 가능하다고는 알고 있지만 학교에서 보통 싫어하는 분위기인지,
방학이니 그정도는 다들 그렇게 하시는지 궁금합니다.
3. 사실 방학을 이용해서 26.2.1~26.12.31.(보통 이날 종업함) 이렇게도 쓰고 싶고,
더 얌체로는 26.2.19(설날 이후)~26.12.31. 이렇게도 쓰고 싶지만 보통 이렇게 안하시겠죠..?"
육아하면 정말 복귀가 그립나요?,"얼른 휴직하고싶은데 ㅋㅋㅋㅋㅋ2년 휴직생각이에요
육아하면 회사가그립다던데..정말그런가요..?"
교육공무원맘님들 육아휴직에서 가족돌봄휴직 전환궁금해요!,"제가 작년 3월에 출산했구요
아기가 사경이있는데 이렇게 치료가 오래걸릴줄 몰랐네요
안타갑게도 저희아기는 계속 물리치료 주2회이상하고
계속 치료케어긴 필요한데
2025년3월1일~2026년2월28일까지 육아휴직 냈어요
작년말에는 정신없어서 생각못했는데
이건 육아휴직이 아니라
가족돌봄휴직이 맞을것같아서요
1.육아휴직을 가족돌봄휴직으로 전환이 가능한지
아시는 맘님계실까요?
저희 아기 모든 대병에서 진단서 등 각종서류
제가 원하는대로 다써준다하네요
(워낙심해서요)
2. 그리고 가족돌봄휴직은 제가 알아보니 학기별로써야한다고 나오네요
벌써 1학기가 시작되어
2025년9월~2026년9월까지 쓰려는데
학기별로 쓰는게 맞는지도 궁금해요
혹시 가족돌봄휴직 써보신분이나
잘아시는분들 그냥 지나치지마시고 도움주시면
너무 감사하겠습니다 ㅠ ㅜ ㅠ"
임신하신분들 휴가 언제들어가시나요?,"회사에서 출산/육아휴직 시작일을 1일로 맞추라 그래서..
좀 일찍들어가려고 했는데 늦어졌어요 ㅠㅠ
연차-산전/산휴휴가-연차-육아휴직
이렇게 소진예정입니다 ㅠ
33주차에나 들어갈거같아요 ㅠ
31주차에 배는 남산만하고..
요즘 출근도 숨차는데 걱정이네요 ㅠ
다들 언제 들어가셨나요?ㅠㅠ"
실업급여 vs 육휴급여 + 조기취업수당 / 뭐가 더 이득일까요?,"안녕하세요
언제나 이곳에서 작은일부터 큰일까지 너무 많은 정보 배우고 있습니다 다들 존경해요 미리감사합니두ㅠㅠ!
저는 육휴중이고, 25년 10월 1일 복직 예정인데
저희팀은 이번 4월달로 권고사직 처리 된다고 연락이 왔네요...
육휴중 권고사직은 불가하니 저는 혼자 육휴기간동안
살아있을 듯 한데, 금액적으로 이런저런 고민이 생겨서
집단지성을 요청 드려요ㅠㅠ!
옵션1.
육아휴직 급여는 앞으로 남은 개월수로 160만원 받을텐데
실업급여를 계산해보니 150일간 약 198만원이 예상되더라구요?
그럼 걍 자진퇴사하고 남은기간 육휴급여보단 실업급여를 받는게 낫지않나... (육휴중 합의되면 퇴사 가능하다고 봤는데 이경우는 혹시 실업급여 못받을까요?)
옵션 2.
육휴급여받다가 퇴사하고 만약 바로 이직 성공한다면
조기취업수당으로 실업급여총액 약 50퍼를 1년후에 받을 수 있잖아요! 요건 또 어떨지
옵션 3.
아니면 육휴기간 끝나고 퇴사해서 실업급여를 받으며
아이 가정보육 더 하면서 이직을 준비해볼까요?
옵션이 너무 많나요...제 고민이 다 가능한지도 전문가계시면 체크 좀 부탁드려요!!!
휴 맘님들이라면 어떻게 하시겠어요?"
육아휴직 마지막 급여 받으려면 다음달 근무 필수 인가요?,"육휴 종료 동시에 퇴사 해야 할 거 같아서 gpt에 물어봤는데
고용보험 규정:
“육아휴직 종료 후 1개월 이상 복귀하지 않고 퇴사하면,
마지막 달 육아휴직급여는 지급되지 않거나 환수될 수 있음.”
라고 하네요?
7월말까지인데 7월중에 가서 8/1에 퇴사처리 해달라고 하려고 했는데, 복귀 해야 급여 받을 수 있는게 맞나요??"
육아휴직 다들 언제쯤 하시나요?,궁금해요 ㅎㅎ
육아기 단축근무를 해줄수없다는 회사...신고해보신분?,"제 조건에선 무조건 될 줄 알았는데 얼토당토않는 핑계를 사유로 안된다는 통보를 받았어요...
그래서 육아휴직을 쓴다고 할까 고용노동부에 민원을 제기할까 고민중이에요..
쓸수있는 날짜는 아이나이에 따라 딱 이때까지라고 정해져있는데 자꾸 시간만 흐르니까 초조하고 조급해지고 ㅠㅠ
제가 신고를 하는게 맞을까요.."
"공무원 출산휴가, 연차소진, 육아휴직 순서 궁금합니다","안녕하세요,
공공기관 재직 중인데 저희는 보통 공무원 규정 따라가서 문의드립니다.
출산예정일은 7월이고, 연차 45개가 있습니다.
연차를 먼저 소진하기 어려운 여건인데 공무원분들
출산휴가 > 연차소진 > 육아휴직 순으로 사용 가능하나요?
카페글보다가 회사마다 다르다는 이야기가 있어서 급 불안해지네요 ㅠㅠ
아시는분 알려주시면 감사하겠습니다"
남편과 육아휴직 어떻게써야 효율적일까요?,"첫째는 초1
둘째는 올해 7월말 출산예정이에요
육아휴직은 둘다 1도안써서 그대로있고요
첫째꺼는 저만쓸예정이고 남편은 둘째 육아휴직3개월써서
최대한 제가 다붙여서
출산휴가90일+첫째육휴1년+둘째육휴1년6개월로
사용하고싶은데
제가 첫째육휴쓰는동안 남편이 둘째육휴3개월사용해도
제가 둘째육휴를 1년6개월로 사용할수있을까요?"
육아휴직을 얼마나 쓸지 고민입니다!!,"안녕하세요! 저는 31주차 딸랑구 맘 입니다!
다름이 아니라, 6월 5일 출산예정이라 5월 19일부터 출산휴가 쓰고, 바로 육아휴직을 6개월(6+6육아휴직제도사용)가량 남편이랑 함께쓰려고하는데 혹시 직장맘님은 어떻게 하고계시는지 궁금합니당!!"
육아휴직 연장 가능하면 하실건가요?!,"올해 개정된거 때문에 남편이 육아휴직 3개월 쓰면 저는 6개월 더 쓸수있게 되었는데요
제상황은 일단..
- 육휴 후 퇴사예정(직장-집 거리 왕복 3시간)
- 원래라면 올해 8월 복직예정
- 팀원들은 그만두는 거 알고있으며 팀장은 모름
근데 고민은! 그만둘건데 6갤 육휴 연장 하고 그만두는게 마음에 찔린....다는건데요ㅠ
왜이런고민을 하는지 휴
아마 팀장은 제가 연장한다고 하면 뒷말 나올텐데
어짜피 육휴 신청은 법적 보장이라 안해주면 불법이라고 하더라구요?! 그래서 어케든 연장하면 할수있을텐데 이런상황이시면 여러분들도 당연 연장하시나요?!"
담달부터 육휴 들어가는데..,"5월출산, 출산전후 휴가만 쓰고
친정엄마가 아기 봐주셔서 바로 복직해서 일했는데요
엄마가 이제 체력적으로 반나절 봐주시는게 힘들다 하셔서
담달부터 육아휴직 들어갑니다.
근데 전 왜 육휴가 두려울까요ㅠㅠ
내 아이라 너무 이쁘긴 한데
어린이집 안보내고 종일 이아이랑 뭘 하고 놀지, 어딜가지, 뭘 먹이지 등등..
괜히 모든게 다 두렵네요ㅎㅎ"
출산휴가 시작!!,"3월에 회사 휴가 다 쓰고
이제 출산휴가 시작했어요!!!
3개월 후에 육아휴직인데 ㅎㅎㅎㅎ
아직실감이 안나네요 ㅎㅎㅎ"
육아휴직 급여,"안녕하세요
산전 육휴 들어간지 한달 지나 급여 신청하려는데,
회사에서 먼저 사업주 확인 해주어야하는거죠~?
안되어있으면 인사팀에 문의하면 될까요?"
교사 출산휴가 육아휴직 도와주세요ㅠ,"안녕하세요 초등교사 예비맘입니다
25년 12월 6일 예정일이라서
25.10.22~26.1.19 (총 90일) 출산휴가를 쓰려고 합니다.
몇 가지 고민이 있는데 선배님들 도와주시면 감사하겠습니다ㅠ
1. 25.10.22~25.12.5 (45일) / 25.12.6~26.1.19 (45일) 이렇게 기준일 잡는게 맞나요?
2. 근무 개월수에 따라 정근수당, 성과급이 지급되기 때문에 1일기준으로 휴직을 쓰는게 좋겠는데,,
26.1.20부터 육아휴직이 아닌 26.2.1~27.1.31. 이렇게 1년 육아휴직을 써도 되나요?
규정상 가능하다고는 알고 있지만 학교에서 보통 싫어하는 분위기인지,
방학이니 그정도는 다들 그렇게 하시는지 궁금합니다.
3. 사실 방학을 이용해서 26.2.1~26.12.31.(보통 이날 종업함) 이렇게도 쓰고 싶고,
더 얌체로는 26.2.19(설날 이후)~26.12.31. 이렇게도 쓰고 싶지만 보통 이렇게 안하시겠죠..?"
육아하면 정말 복귀가 그립나요?,"얼른 휴직하고싶은데 ㅋㅋㅋㅋㅋ2년 휴직생각이에요
육아하면 회사가그립다던데..정말그런가요..?"
교육공무원맘님들 육아휴직에서 가족돌봄휴직 전환궁금해요!,"제가 작년 3월에 출산했구요
아기가 사경이있는데 이렇게 치료가 오래걸릴줄 몰랐네요
안타갑게도 저희아기는 계속 물리치료 주2회이상하고
계속 치료케어긴 필요한데
2025년3월1일~2026년2월28일까지 육아휴직 냈어요
작년말에는 정신없어서 생각못했는데
이건 육아휴직이 아니라
가족돌봄휴직이 맞을것같아서요
1.육아휴직을 가족돌봄휴직으로 전환이 가능한지
아시는 맘님계실까요?
저희 아기 모든 대병에서 진단서 등 각종서류
제가 원하는대로 다써준다하네요
(워낙심해서요)
2. 그리고 가족돌봄휴직은 제가 알아보니 학기별로써야한다고 나오네요
벌써 1학기가 시작되어
2025년9월~2026년9월까지 쓰려는데
학기별로 쓰는게 맞는지도 궁금해요
혹시 가족돌봄휴직 써보신분이나
잘아시는분들 그냥 지나치지마시고 도움주시면
너무 감사하겠습니다 ㅠ ㅜ ㅠ"
임신하신분들 휴가 언제들어가시나요?,"회사에서 출산/육아휴직 시작일을 1일로 맞추라 그래서..
좀 일찍들어가려고 했는데 늦어졌어요 ㅠㅠ
연차-산전/산휴휴가-연차-육아휴직
이렇게 소진예정입니다 ㅠ
33주차에나 들어갈거같아요 ㅠ
31주차에 배는 남산만하고..
요즘 출근도 숨차는데 걱정이네요 ㅠ
다들 언제 들어가셨나요?ㅠㅠ"
실업급여 vs 육휴급여 + 조기취업수당 / 뭐가 더 이득일까요?,"안녕하세요
언제나 이곳에서 작은일부터 큰일까지 너무 많은 정보 배우고 있습니다 다들 존경해요 미리감사합니두ㅠㅠ!
저는 육휴중이고, 25년 10월 1일 복직 예정인데
저희팀은 이번 4월달로 권고사직 처리 된다고 연락이 왔네요...
육휴중 권고사직은 불가하니 저는 혼자 육휴기간동안
살아있을 듯 한데, 금액적으로 이런저런 고민이 생겨서
집단지성을 요청 드려요ㅠㅠ!
옵션1.
육아휴직 급여는 앞으로 남은 개월수로 160만원 받을텐데
실업급여를 계산해보니 150일간 약 198만원이 예상되더라구요?
그럼 걍 자진퇴사하고 남은기간 육휴급여보단 실업급여를 받는게 낫지않나... (육휴중 합의되면 퇴사 가능하다고 봤는데 이경우는 혹시 실업급여 못받을까요?)
옵션 2.
육휴급여받다가 퇴사하고 만약 바로 이직 성공한다면
조기취업수당으로 실업급여총액 약 50퍼를 1년후에 받을 수 있잖아요! 요건 또 어떨지
옵션 3.
아니면 육휴기간 끝나고 퇴사해서 실업급여를 받으며
아이 가정보육 더 하면서 이직을 준비해볼까요?
옵션이 너무 많나요...제 고민이 다 가능한지도 전문가계시면 체크 좀 부탁드려요!!!
휴 맘님들이라면 어떻게 하시겠어요?"
육아휴직 마지막 급여 받으려면 다음달 근무 필수 인가요?,"육휴 종료 동시에 퇴사 해야 할 거 같아서 gpt에 물어봤는데
고용보험 규정:
“육아휴직 종료 후 1개월 이상 복귀하지 않고 퇴사하면,
마지막 달 육아휴직급여는 지급되지 않거나 환수될 수 있음.”
라고 하네요?
7월말까지인데 7월중에 가서 8/1에 퇴사처리 해달라고 하려고 했는데, 복귀 해야 급여 받을 수 있는게 맞나요??"
육아휴직 다들 언제쯤 하시나요?,궁금해요 ㅎㅎ
육아기 단축근무를 해줄수없다는 회사...신고해보신분?,"제 조건에선 무조건 될 줄 알았는데 얼토당토않는 핑계를 사유로 안된다는 통보를 받았어요...
그래서 육아휴직을 쓴다고 할까 고용노동부에 민원을 제기할까 고민중이에요..
쓸수있는 날짜는 아이나이에 따라 딱 이때까지라고 정해져있는데 자꾸 시간만 흐르니까 초조하고 조급해지고 ㅠㅠ
제가 신고를 하는게 맞을까요.."
"공무원 출산휴가, 연차소진, 육아휴직 순서 궁금합니다","안녕하세요,
공공기관 재직 중인데 저희는 보통 공무원 규정 따라가서 문의드립니다.
출산예정일은 7월이고, 연차 45개가 있습니다.
연차를 먼저 소진하기 어려운 여건인데 공무원분들
출산휴가 > 연차소진 > 육아휴직 순으로 사용 가능하나요?
카페글보다가 회사마다 다르다는 이야기가 있어서 급 불안해지네요 ㅠㅠ
아시는분 알려주시면 감사하겠습니다"
남편과 육아휴직 어떻게써야 효율적일까요?,"첫째는 초1
둘째는 올해 7월말 출산예정이에요
육아휴직은 둘다 1도안써서 그대로있고요
첫째꺼는 저만쓸예정이고 남편은 둘째 육아휴직3개월써서
최대한 제가 다붙여서
출산휴가90일+첫째육휴1년+둘째육휴1년6개월로
사용하고싶은데
제가 첫째육휴쓰는동안 남편이 둘째육휴3개월사용해도
제가 둘째육휴를 1년6개월로 사용할수있을까요?"
육아휴직을 얼마나 쓸지 고민입니다!!,"안녕하세요! 저는 31주차 딸랑구 맘 입니다!
다름이 아니라, 6월 5일 출산예정이라 5월 19일부터 출산휴가 쓰고, 바로 육아휴직을 6개월(6+6육아휴직제도사용)가량 남편이랑 함께쓰려고하는데 혹시 직장맘님은 어떻게 하고계시는지 궁금합니당!!"
육아휴직 연장 가능하면 하실건가요?!,"올해 개정된거 때문에 남편이 육아휴직 3개월 쓰면 저는 6개월 더 쓸수있게 되었는데요
제상황은 일단..
- 육휴 후 퇴사예정(직장-집 거리 왕복 3시간)
- 원래라면 올해 8월 복직예정
- 팀원들은 그만두는 거 알고있으며 팀장은 모름
근데 고민은! 그만둘건데 6갤 육휴 연장 하고 그만두는게 마음에 찔린....다는건데요ㅠ
왜이런고민을 하는지 휴
아마 팀장은 제가 연장한다고 하면 뒷말 나올텐데
어짜피 육휴 신청은 법적 보장이라 안해주면 불법이라고 하더라구요?! 그래서 어케든 연장하면 할수있을텐데 이런상황이시면 여러분들도 당연 연장하시나요?!"
담달부터 육휴 들어가는데..,"5월출산, 출산전후 휴가만 쓰고
친정엄마가 아기 봐주셔서 바로 복직해서 일했는데요
엄마가 이제 체력적으로 반나절 봐주시는게 힘들다 하셔서
담달부터 육아휴직 들어갑니다.
근데 전 왜 육휴가 두려울까요ㅠㅠ
내 아이라 너무 이쁘긴 한데
어린이집 안보내고 종일 이아이랑 뭘 하고 놀지, 어딜가지, 뭘 먹이지 등등..
괜히 모든게 다 두렵네요ㅎㅎ"
출산휴가 시작!!,"3월에 회사 휴가 다 쓰고
이제 출산휴가 시작했어요!!!
3개월 후에 육아휴직인데 ㅎㅎㅎㅎ
아직실감이 안나네요 ㅎㅎㅎ"
육아휴직 급여,"안녕하세요
산전 육휴 들어간지 한달 지나 급여 신청하려는데,
회사에서 먼저 사업주 확인 해주어야하는거죠~?
안되어있으면 인사팀에 문의하면 될까요?"
교사 출산휴가 육아휴직 도와주세요ㅠ,"안녕하세요 초등교사 예비맘입니다
25년 12월 6일 예정일이라서
25.10.22~26.1.19 (총 90일) 출산휴가를 쓰려고 합니다.
몇 가지 고민이 있는데 선배님들 도와주시면 감사하겠습니다ㅠ
1. 25.10.22~25.12.5 (45일) / 25.12.6~26.1.19 (45일) 이렇게 기준일 잡는게 맞나요?
2. 근무 개월수에 따라 정근수당, 성과급이 지급되기 때문에 1일기준으로 휴직을 쓰는게 좋겠는데,,
26.1.20부터 육아휴직이 아닌 26.2.1~27.1.31. 이렇게 1년 육아휴직을 써도 되나요?
규정상 가능하다고는 알고 있지만 학교에서 보통 싫어하는 분위기인지,
방학이니 그정도는 다들 그렇게 하시는지 궁금합니다.
3. 사실 방학을 이용해서 26.2.1~26.12.31.(보통 이날 종업함) 이렇게도 쓰고 싶고,
더 얌체로는 26.2.19(설날 이후)~26.12.31. 이렇게도 쓰고 싶지만 보통 이렇게 안하시겠죠..?"
육아하면 정말 복귀가 그립나요?,"얼른 휴직하고싶은데 ㅋㅋㅋㅋㅋ2년 휴직생각이에요
육아하면 회사가그립다던데..정말그런가요..?"
교육공무원맘님들 육아휴직에서 가족돌봄휴직 전환궁금해요!,"제가 작년 3월에 출산했구요
아기가 사경이있는데 이렇게 치료가 오래걸릴줄 몰랐네요
안타갑게도 저희아기는 계속 물리치료 주2회이상하고
계속 치료케어긴 필요한데
2025년3월1일~2026년2월28일까지 육아휴직 냈어요
작년말에는 정신없어서 생각못했는데
이건 육아휴직이 아니라
가족돌봄휴직이 맞을것같아서요
1.육아휴직을 가족돌봄휴직으로 전환이 가능한지
아시는 맘님계실까요?
저희 아기 모든 대병에서 진단서 등 각종서류
제가 원하는대로 다써준다하네요
(워낙심해서요)
2. 그리고 가족돌봄휴직은 제가 알아보니 학기별로써야한다고 나오네요
벌써 1학기가 시작되어
2025년9월~2026년9월까지 쓰려는데
학기별로 쓰는게 맞는지도 궁금해요
혹시 가족돌봄휴직 써보신분이나
잘아시는분들 그냥 지나치지마시고 도움주시면
너무 감사하겠습니다 ㅠ ㅜ ㅠ"
임신하신분들 휴가 언제들어가시나요?,"회사에서 출산/육아휴직 시작일을 1일로 맞추라 그래서..
좀 일찍들어가려고 했는데 늦어졌어요 ㅠㅠ
연차-산전/산휴휴가-연차-육아휴직
이렇게 소진예정입니다 ㅠ
33주차에나 들어갈거같아요 ㅠ
31주차에 배는 남산만하고..
요즘 출근도 숨차는데 걱정이네요 ㅠ
다들 언제 들어가셨나요?ㅠㅠ"
실업급여 vs 육휴급여 + 조기취업수당 / 뭐가 더 이득일까요?,"안녕하세요
언제나 이곳에서 작은일부터 큰일까지 너무 많은 정보 배우고 있습니다 다들 존경해요 미리감사합니두ㅠㅠ!
저는 육휴중이고, 25년 10월 1일 복직 예정인데
저희팀은 이번 4월달로 권고사직 처리 된다고 연락이 왔네요...
육휴중 권고사직은 불가하니 저는 혼자 육휴기간동안
살아있을 듯 한데, 금액적으로 이런저런 고민이 생겨서
집단지성을 요청 드려요ㅠㅠ!
옵션1.
육아휴직 급여는 앞으로 남은 개월수로 160만원 받을텐데
실업급여를 계산해보니 150일간 약 198만원이 예상되더라구요?
그럼 걍 자진퇴사하고 남은기간 육휴급여보단 실업급여를 받는게 낫지않나... (육휴중 합의되면 퇴사 가능하다고 봤는데 이경우는 혹시 실업급여 못받을까요?)
옵션 2.
육휴급여받다가 퇴사하고 만약 바로 이직 성공한다면
조기취업수당으로 실업급여총액 약 50퍼를 1년후에 받을 수 있잖아요! 요건 또 어떨지
옵션 3.
아니면 육휴기간 끝나고 퇴사해서 실업급여를 받으며
아이 가정보육 더 하면서 이직을 준비해볼까요?
옵션이 너무 많나요...제 고민이 다 가능한지도 전문가계시면 체크 좀 부탁드려요!!!
휴 맘님들이라면 어떻게 하시겠어요?"
육아휴직 마지막 급여 받으려면 다음달 근무 필수 인가요?,"육휴 종료 동시에 퇴사 해야 할 거 같아서 gpt에 물어봤는데
고용보험 규정:
“육아휴직 종료 후 1개월 이상 복귀하지 않고 퇴사하면,
마지막 달 육아휴직급여는 지급되지 않거나 환수될 수 있음.”
라고 하네요?
7월말까지인데 7월중에 가서 8/1에 퇴사처리 해달라고 하려고 했는데, 복귀 해야 급여 받을 수 있는게 맞나요??"
육아휴직 다들 언제쯤 하시나요?,궁금해요 ㅎㅎ
육아기 단축근무를 해줄수없다는 회사...신고해보신분?,"제 조건에선 무조건 될 줄 알았는데 얼토당토않는 핑계를 사유로 안된다는 통보를 받았어요...
그래서 육아휴직을 쓴다고 할까 고용노동부에 민원을 제기할까 고민중이에요..
쓸수있는 날짜는 아이나이에 따라 딱 이때까지라고 정해져있는데 자꾸 시간만 흐르니까 초조하고 조급해지고 ㅠㅠ
제가 신고를 하는게 맞을까요.."
"공무원 출산휴가, 연차소진, 육아휴직 순서 궁금합니다","안녕하세요,
공공기관 재직 중인데 저희는 보통 공무원 규정 따라가서 문의드립니다.
출산예정일은 7월이고, 연차 45개가 있습니다.
연차를 먼저 소진하기 어려운 여건인데 공무원분들
출산휴가 > 연차소진 > 육아휴직 순으로 사용 가능하나요?
카페글보다가 회사마다 다르다는 이야기가 있어서 급 불안해지네요 ㅠㅠ
아시는분 알려주시면 감사하겠습니다"
남편과 육아휴직 어떻게써야 효율적일까요?,"첫째는 초1
둘째는 올해 7월말 출산예정이에요
육아휴직은 둘다 1도안써서 그대로있고요
첫째꺼는 저만쓸예정이고 남편은 둘째 육아휴직3개월써서
최대한 제가 다붙여서
출산휴가90일+첫째육휴1년+둘째육휴1년6개월로
사용하고싶은데
제가 첫째육휴쓰는동안 남편이 둘째육휴3개월사용해도
제가 둘째육휴를 1년6개월로 사용할수있을까요?"
육아휴직을 얼마나 쓸지 고민입니다!!,"안녕하세요! 저는 31주차 딸랑구 맘 입니다!
다름이 아니라, 6월 5일 출산예정이라 5월 19일부터 출산휴가 쓰고, 바로 육아휴직을 6개월(6+6육아휴직제도사용)가량 남편이랑 함께쓰려고하는데 혹시 직장맘님은 어떻게 하고계시는지 궁금합니당!!"
육아휴직 연장 가능하면 하실건가요?!,"올해 개정된거 때문에 남편이 육아휴직 3개월 쓰면 저는 6개월 더 쓸수있게 되었는데요
제상황은 일단..
- 육휴 후 퇴사예정(직장-집 거리 왕복 3시간)
- 원래라면 올해 8월 복직예정
- 팀원들은 그만두는 거 알고있으며 팀장은 모름
근데 고민은! 그만둘건데 6갤 육휴 연장 하고 그만두는게 마음에 찔린....다는건데요ㅠ
왜이런고민을 하는지 휴
아마 팀장은 제가 연장한다고 하면 뒷말 나올텐데
어짜피 육휴 신청은 법적 보장이라 안해주면 불법이라고 하더라구요?! 그래서 어케든 연장하면 할수있을텐데 이런상황이시면 여러분들도 당연 연장하시나요?!"
담달부터 육휴 들어가는데..,"5월출산, 출산전후 휴가만 쓰고
친정엄마가 아기 봐주셔서 바로 복직해서 일했는데요
엄마가 이제 체력적으로 반나절 봐주시는게 힘들다 하셔서
담달부터 육아휴직 들어갑니다.
근데 전 왜 육휴가 두려울까요ㅠㅠ
내 아이라 너무 이쁘긴 한데
어린이집 안보내고 종일 이아이랑 뭘 하고 놀지, 어딜가지, 뭘 먹이지 등등..
괜히 모든게 다 두렵네요ㅎㅎ"
육아휴직사용 조건 한번 봐주실 수 있나요??,"현재 계약직으로 근무중인데 계약직이어도 6개월이상 근무하면 육휴출휴 쓸 수 있다고 하더라구요!
그 6개월이 1월부터 근무했다고 하면 6월까지 근무 유지하면 되는 건가요? 아님 일수로 180일이 지나야하는 건가요?
현재 개월수로는 7개월근무하고 일수로는 140일정도에요ㅠㅠ
임신을 해서 산전육휴를 사용하려고 합니다!"
