title,detail
출산휴가와 육아휴직 사이에 연차소진 가능한가요?,출산예정일이 11월이라서 출산휴가를 내년 1월까지 쓸거같아요 그럼 내년 연차가 생성될텐데 그걸 2월부터 소진하고 그 후부터 육아휴직 들어가는게 가능할까요??바로 육아휴직 들어가면 2026년 연차가 그냥 사라지는거라 가능한지 궁금하네요!!
6+6 육아휴직 정보 등! 예비맘 필수 꿀팁 모음집 공유,"안녕하세요 ~ 출산·육아 꿀정보 모아둔 블로그 열었어요 🎀
출퇴근길 5분이면 핵심만 쏙!
➊ “6 + 6 육아휴직” 제도
➋ 친정엄마 산후도우미 지원금 신청 A→Z
➌ 배우자 출산휴가 급여 신청방법 총정리
저도 공부하며 정리한 실전 노하우라 믿고 보셔도 좋아요☺️
같은 예비맘끼리 든든하게 정보 나눠요!
https://tripwithbaby25.tistory.com/entry/66-%EB%B6%80%EB%AA%A8-%EC%9C%A1%EC%95%84%ED%9C%B4%EC%A7%81-%EC%9B%94-900%EB%A7%8C-%EC%9B%90-%EB%B0%9B%EC%9C%BC%EB%A9%B4%EC%84%9C-1%EB%85%84-%EC%89%AC%EB%8A%94-%EB%B2%95
6+6 육아휴직, 월 900만 원 받으면서 1년 쉬는 법!
“아빠는 연차가 없어서, 엄마는 경력이 끊길까 봐…” 고민 많으셨죠? 😢이제 ‘6 + 6 부모 육아휴직’으로 두 사람이 각자 6개월씩 통상임금 100 %까지 받을 수 있어요!첫 5분만 읽고, 우리 집 육아·재테크 플랜 한 번에 세워볼까요? ✨ 1️⃣ 6+6 제도, 핵심만 싹 정리 6+6제도란? 부모가 동시에 또는 순차적으로 각 6개월씩, 총 1년을 통상임금 100 %로 육아휴직할 수 있도록 지원하는 정책! 👨‍👩‍👧 기존 변경 후 누가? 부모 1명 최대 1년 부모 각각 6개월(동시·순차) 급여 첫 3개월 80 % (상한 15...
tripwithbaby25.tistory.com"
내가 국회의원이라면 이건 바로 한다? 뭐 있을까요?,"지금 남편 퇴근하고
아기랑 노는데 곧 아기 잘 시간이라
평일에 아기 볼수있능 시간은 길어야 2시간정도..
갑자기 남편한테
내가 국회로 가면
영유아 가정 남편은 2시간 단축근무 시킨다
이랬네요..ㅋㅋㅋㅋ
ㅋㅋㅋㅋ헉시 여러분은 생각해보신게 있을까요?
심심풀이로ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
연년생 육아 난이도…!,"첫째랑 20개월 터울예정입니당,,,
남편이 둘째 돌때까지 육아휴직하구요
연년생 육아 어떨까요...?
맘의 준비를 해놔야할것같아요...🥹"
남편과 육아휴직 중 고민,"저처럼 고민이신 분들 계실까요?
남편이랑 6+6 육아휴직으로 저도 육아휴직이 6개월 연장되었어요.
1년 3개월 출산&육아휴직으로 지금 쉬고있는데요
휴직이 연장되면 6개월이 연장되는데 회사 눈치가 너무 보여서요
연차 따지는 회사라 6개월 연장해서 쉬면 아예 1년 자체를 통으로 날리는 거라서요
회사에서는 쉬라고 하는데 말처럼 쉽지 결정내리기가 너무 눈치보이네요…
자녀계획이 첫째만 있으면 모를까 둘째 생각도 있어서 연장은 하고싶은데 직장 눈치도 보이니 쉽지가 않네요 하하
또 직장 눈치보자니 자녀 계획을 틀 수도 없고 ㅠ .."
신생아 육아! 남편이랑 분담이용,"저는 육아휴직 중이고
남편은 새벽 6시쯤 출근해서 오전 11시쯤 퇴근했다가 저녁 5시쯤 다시 출근해서 밤 10시에 퇴근해요!
그럼 새벽타임은 제가 전담하는게 맞겠죠?"
육아휴직 사후지급금 질문입니다,2025년부터 육아휴직 사후지급금이 폐지되고 통상임금 100프로를 다 받는다고 하는데 제가 24년 1월부터 12월까지 육아휴직 기간이었고 올해 1월부터 다시 복직을 했어요 그럼 저는 복직 후 6개월이 지난 시점에서 사후지급금 신청이 가능한건가요?
육아휴직기간 연차,"육아휴직기간중에 발생하는 연차는 미리 땅겨 쓸수 있는건가요?
소기업이라 이런거 알려주지도 않아서 제가 얘기 안하면
연차 그냥 사라질것같네요"
육아휴직 추가로 받은 6개월 언제까지 사용가능할 수있나요??,"저는 복직해서 출근하는 중이예요.
신랑이 갑자기 3개월 육아휴직을 사용하게 되었어요.
그래서 제가 추가로 받는 6개월 육아휵직이 생겼는데요.
복직한지 얼마 안되서 당장은 못쓰고
나중에 쓰려구 하는데
새로 받은 6개월 육아휴직은 애기 몇살까지 쓸 수 있는건가요?"
이런 제가 K장녀인가요..?,"친정엄마는 퇴직하시고도 일하시고(워낙 커리어우먼스타일이시고 결혼전부터 저한테 손주낳아도 애 못봐준다고 본인은 일할거라고 대놓고 말하셨어요.) 친정아버지는 퇴직하고 아무것도 안하셔서 친정아버지한테 손주 자주 보여드리려고 1년전 친정근처로 이사왔네요...
다행히 친정부모님도 남편한테 잘해주시고 남편도 친정부모님을 딱히 크게 불편해하지 않아서 아이 등하원시 남편이 저희 친정아버지랑 서로연락해서 하고있어요.(남편은 현재 육아휴직중이예요)
거리가 가까워 친정에 자주 왕래를하다보니 친정에 없는것들이나 부족한것들이 있으면 제가 사서 보내고,, 설치해드리고,, 친정근처에 살아도 직장생활하는 친정엄마 힘드실까봐 애기봐달라고 부탁드린적이 10번도 안되네요..
부탁드려도 짧게 남편이랑 밖에서 식사하는 2~3시간정도고 친정엄마도.. 딱히 저한테 주말에 남편이랑 밖에서 식사하라고 애 봐준다는 얘기 먼저 안하시는 스타일이셔서..(애 봐주기 싫어서가 아니라 상대방 생각해서 그렇게 해주겠다는 생각을 잘 못하시는 성격이세요)
최근에는 제가 B형독감에 걸려서 부득이하게 회사를 2틀쉬었고, 그중에 하루만 친정에서 자고 그 다음부터는 집가서 남편이랑 애봤는데 주말에 친정아버지가 가족카톡방에 애기 노는 영상 올리라고 하시더라구요..
순간.. 정작 아빠의 딸인 나는 독감걸려서 아파도 친정부모님한테 신세안지려고 애기봐달라 안하고 제가 애기보는와중에 가족카톡방에 그렇게 올라오니 참.. 내가 이게 뭐하는짓인가 싶더라구요...
친정아버지 퇴직하시고 아무것도 안하고 집에만 계시는 모습이 안쓰러워서 손주 자주 보여드리려고 친정근처로 이사왔지만 딸로써 느껴지는 혜택은 없고.. 저 혼자 어떻게든 친정부모님께 신세안지려고하는 모습이.. 저를 이렇게 자라게 한 친정부모님이 원망스럽기도하고,, 별 생각이 다 들었었어요..
아직 결혼안한 남동생이 있는데 가족행사라고 뭐 챙기는것도 없어서 제가 남동생몫까지 같이 챙기는건 이제 당연하게 되버렸고(ex 설명절에 부모님댁에 올때 빈손으로 오지말고 뭐하나라도 가져오라고 동생집으로 굴비를 시킨다든지, 동생 이름으로해서 친정집에 보낸다든지..)
제가 다른 딸들보다 좀 더 부모님에 대한 걱정(?), K장녀 성향이 강한가요..?"
어린이집 vs 시터 고민 도와주세요!!ㅠ,"안녕하세요 7개월 아기를 둔 엄마입니다
육아휴직 중이고 양가 부모님 도움은 못 받는 상황이라서 아기 4개월때부터 시터쌤을 썼어요
육아휴직 중에 이직할 수 있으면 하려고
공부를 해볼까 생각도 있어서 시터쌤을 쓰고 있다가
시간당 13000원이라서 금액도 쎄기도 하고
제가 내년 복직인데 어린이집 못들어갈까봐
일찍 보내보자라고 남편이랑 합의하에 보냈는데
3월 적응기 끝나고 4월 중순부터 9시~4시30분까지
보내니까 아기가 아프더라구요
물론 아기가 조금 아파보였을때 동네 소아과를 1주에 3번이나 찾아갔었는데 약이 안든다고
약을 바꿔주기만 하고 어린이집다니면 아플수밖에 없다라는 얘기만 있어서 그런 줄 알았는데...
혹시 몰라서 큰병원 예약해서 가보니까 rsv,폐렴구균,리노바이러스,왼쪽귀중이염이라고 하더라구요...
3박 4일 입원하고 현재 근 2주간 가정보육을 하고 있습니다
면허도 따야하고 할 일이 많은데 아기는 일대일 전담 케어가 안되니 정말 어떻게 해야할지 모르겠어요 ㅠㅠ
그냥 면허도 안따고 이직준비도 포기해야하나 생각하면 너무 이 상황이 우울하기도 하구요 ㅠㅠ
제가 7월 말에는 현재 사는 곳에서 차타고 20분 되는 거리로 이사를 가는데, 주말마다 이사준비 얘기때문에 또 그건 그거대로 스트레스 받고 있는 상황이에요 ㅠ
어린이집을 보내야할까요? 또 아프겠죠?......
아니면 오전이나 오후 3~4시간만 보낼까 생각해봤는데 어떠신가요? ㅠㅠ
(질병 노출은 똑같겠죠? ㅠㅠ)
아니면 비싸지만 그냥 시터쌤을 이사가기 전까지만
(3개월 밖에 안남았으니까)
오후 1~6시까지 써볼까요? ㅠㅠ"
공무원 사후지급금 과 전보(지방직->국가직) 문의드려요!,"안녕하세요~ 현재 육아휴직 5년차에 있는 지방직공무원맘입니다! 휴직중 국가직(교행)으로 전입준비하고있는데요 몇가지 궁금한점이 있어서 문의드려요!
1. 만약 국가직전보가 합격된다면 지방직 면직후에 국가직으로 전보된다는데 그렇다면 육휴사후지급금은 국가직으로 가서도 받을수 있는건가요?
2. 교육행정직은 공제회가 대한공제회말고 따로 있나요 ?
3. 전보시 냈던 공제회비는 어떻게 되나요?
4. 지방직에서 썻던 육아휴직기간은 국가직으로 옮겨도 사용한걸로 간주되나요?
많은 답변주시면 감사하겠습니다😌😌"
육아휴직 중 기간 연장 가능한가요?,"육아휴직1년+출산휴가3개월 먼저 사용하고
육아휴직 기간중에 나중에 남편이 육아휴직 하게되면
그때 6개월 연장해서 복직안하고 쓰던기간에 이어서 쓸수있나요?"
6+6 육아휴직 급여 추가지급 언제 되나요 ?? (남편 육휴시 아내 추가급여),"6+6 하려고 남편이 육아휴직 들어갔어요~
아내 지원금 추가급여 있는걸로 알아서요.
남편은 오늘 지급됐는데,
아내는 언제 들어오는지 아시는분 계신가요오 ~~"
44개월 22개월 남매 아빠가 2박3일 가능,"안녕하세요! 지금은 31 9갤 남매 키우고 있는 엄마입니다. 아기낳고 2년반 정도 육아휴직하며 육아인의 삶을 살고있어요~그러다보니 내년 하반기 복직 전에 그간 육아에 많은 도움 주시는 저희 부모님과 셋이서 여행을 가고싶어서 글을 쓰고있어요^^
내년 5월이 되면 아이들이 대략 44갤 22갤 될거고 아들딸 순서인데 아들은 활발 장난꾸러기 청개구리 스타일이고 딸은 순둥이 기질이예요! 정반대~~!!
그때쯤 남편한테 2박3일간 애들 맡기고 저 훌쩍 떠나도 될까요? 지금은 남편없이 저는 하루도 솔직히 힘들거든요ㅜㅜㅜ
그때는 둘째가 내년3월 20갤에 얼집 다시기 시작할거라 하원후~잘때까지 둘 케어해야하는데 남편은 9-4시 근무 가능합니다. 직장이랑 집 얼집은 모두 도보10분이내 다 붙어있어요.
제가 여행가면 3일간 남편이 아침등원 및 회사일, 하원후 잠자리 까지 전부 혼자해야하는데 가능할까요?
1년 뒤의 모습이 상상이 안되네요 !ㅎㅎ 아님 1박2일만 해야할까요?
저는 둘 낳고부턴 완모라 자유부인 한 적이 손에 꼽을 정도로 집순이였긴합니다ㅎ 남편은 제가 넘 힘들어해서 제 등살에 집돌이이긴한데 저보단 자유남편 좀 하긴했어요~~
44 22개월 남매 비스무리 키우시는분들 의견구합니다~^^ 아참 남편이 육아 집안일은 나름 잘하는 스타일입니다"
둘째 임신중... 너무 우울합니다. 상담을 고려해봐야할까요?,"첫째 23개월 아들이 있고, 현재 임신 25주차 입니다.
첫째 15개월때부터 복직해서 직장다니고 있구요,, 아직 회사에는 임밍아웃도 안한 상태에요.
임밍아웃 안한거는... 또 육아휴직 쓰는거도 좀 눈치보이기도 하고 그냥 제 마음이 말하고 싶지않은(?)상태에요 ㅠㅠ
그렇게 끌다가 25주까지 왔는데요. 휴직을 쓰려면 6월중순부터는 써야할거같아서 4월내로는 말씀드릴예정입니다.
아무튼... 둘째를 기다린건 아니였는데 첫째가 거의 임신준비만 3년하고(화유 및 자궁외2회 경험) 시험관해서 가진 아이라서 이렇게나 갑자기 찾아오게 될줄은 정말 몰랐어요ㅠㅠ (몰랐다는거 정말 핑계니까.. 제 책임이죠 뭐 ㅠㅠ)
첫째 아들 육아가 좀 힘들기도 하고 (조부모님들이 도움을 많이 주시기도 하고, 저희 부부도 아기를 참 사랑하고요, 어린이집 적응도 잘해서 잘다니고있습니다만..) 또 신생아 육아를 해야된다는 다시 돌아가야하는 그 현실이 진짜 너무 우울해요. 나름 양가도움 및 남편도움 받으면서 그리고 저 또한 노력하면서 첫째는 후회없이 신생아 육아 한거같은데요..
문득 그때 생각해보면 무기력한 나의 모습... 힘든 나의 모습.. 우울해하는 나의 모습이 떠오르면서 다시 돌아가고싶지않아져요...
지나갈거라는거도 잘알지만.. 첫째 아이에게 더 사랑줄수 있는거 나눠야하는거도 미안하고..
직장에서의 저의 자리 불안감... 이럴줄 알았다면 차라리 임신 초기때 더 빨리 결정했었어야 하는데.... 라는 후회감과 같이 오는 죄책감 등등 거의 매일매일 생각하고 저혼자 스트레스 받으며 25주까지 와버렸어요.....
사촌이 산부의사 의사선생님이라 첫째 아이도 받아주시고.. 지금도 담당샘이에요.
의사에게 정신적으로나 도움을 청하면 좀 나아질까요...?
남편은 쓸데없는 생각한다고 하는데... 저는 정말 쓸데없지 않거든요. 정말 다시 돌아가고싶지않아요..
매일 이런생각을 하면서 지내는거도 뱃속에 아기한테 정말 미안하지만... 생각이 끊임없어요ㅠㅠ
어디서 도움을 받아볼수있을까요 ㅠㅠ"
혼자는 역시 하기 힘든 것 같아요~,"정말 육아는 혼자 하기 힘든 일인 것 같아요~
조리원 나와서는 산후이모님하고 두달 같이 했는데 그때 진짜 많이 배운 것 같아요
그리고 신랑이 휴직해서 한달정도 또 같이 했는데 그때 제가 아는거 신랑한테 다 알려줬어요~
그래도 아직 울때 왜 우는건지 모를때가 있기도 하고 그걸 빨리 캐치해야 덜 고단한 것 같아요
신랑이 그래도 출퇴근 시간이 자유롭게 할 수 있어서 서로 돌아가면서 육아하구~
밤중 수유도 번갈아하고 그러다보니까 산후조리도 잘 했던 것 같아요
원래부터도 체력이 약한 편이라 걱정이 많았는데 그래도 하다보니 엄마는 위대하다 싶네요
저희엄마는 어떻게 삼남매를 키우셨나 싶어서 엄마 생각도 많이 나구요~~"
"육아휴직 1년 소진 후 ,,","세돌아기 육휴 사용하려고하는데
엄마가 육아휴직 1년 다 사용하고나서
몇년 뒤에 아빠가 3개월 사용해도 엄마 6개월 생기는거 맞죠?"
육아로인한 퇴사 후 실업급여와 수급연기에 대해 질문합니다 도와주세용..,"현재 8개월 아기를 키우고 있어요.
복직이 이번달말까진데 아기가 너무 어려 복직이 어렵고, 남편과 양가부모님 모두 일을 하고 있어서 육아로 인한 퇴사 신청을 해놨는데 회사에서도 육아휴직 외의 무급휴가는 어려울것같아, 서류는 써주신다고 하셨어요.
육아로 인한 퇴사 확인서에 보니까 회사에무급휴가요청했던기간을 쓰는 란이 있더라구요.
어린이집에는 내년 3월(아기 19개월)에 입소 대기를 걸어놓은 상태여서 25.04.29~26.03.01 라고 쓰려다보니 1년정도 후인데 이렇게 기간이 좀 남아도 실업급여를 지급받을수 있는지..실업급여는 1년안에 신청해야한다고 그래서 여쭤봐요!
이럴경우 수급연기신청을 하는것인지...
인터넷으로 공부하려고 아무리 찾아봐도 헷갈려서 이렇게 여쭤봅니다...!!"
육아휴직 기간,"육아휴직 및 출산휴가를 쓸예정인데 지금 산전 육아휴직을 먼저 쓰고 있거든요 근데 날짜 계산이 잘안되서 그런데 혹시 육아휴직에 대해서 잘아시는분 계실까여,,?ㅠㅠ
산전 육아휴직 : 25-02-03~25-04-27(2개월 25일 사용)
출산 휴가: 25-04-28~25-08-25 (120일)- 쌍둥이 이라서 120일
육아휴직: 25-08-26~26-60-04 (9개월)
이렇게 사용하면 맞는건지를 모르겠어요ㅠㅠㅠㅠㅠ"
육아휴직급여 입금 며칠 걸리세요?,그래도 저번달까지는 주말포함 2주였는데 갑자기 3주텀정도 되버렸어요 이걸로 월세 내야하는데 미치겄어요
남편 이직 고민이요,"남편이 현재 회사에서 너무 힘들어해서 이직을 준비 중입니다.
두군데로 좁혀졌는데 (아직 최종 합격은 아니구요)
두 곳 모두 일은 비슷해서 고민 중이고,
육아휴직은 저부터 쓸 예정이라 1년간 외벌이 확정입니다.
올해 10월 출산 예정이고, 당분간 이사 계획은 없어요.
아이 미래를 생각하면 현재 사는 곳에서 멀리 가긴 힘들 것 같구요.
1. 집에서 30분 거리 / 연봉 15% 줄어들 수 있음
자율근무환경에 시간 제약없음 (가장 메리트있는 부분)
2. 집에서 1시간 거리 / 연봉 30% 인상 가능
칼퇴근 가능하고 야근 거의 없지만
차막힐 시 퇴근 후 90분까지 소요될 것 같음
남편은 출퇴근거리는 감당 가능하다고 하는데 어떤 선택이 나을까요?
저 육아휴직 끝나는 시점에 이직하는 곳 분위기봐서 남편도 육아휴직 쓸 생각입니다."
임신으로 인한 권고사직.. (단축/육아휴직 거부),"안녕하세요
21년도 중소기업 중순에 입사하여, 23년도 말 연차 포함 출산휴가를 받고 육아휴직에 들어갔습니다
복직한지는 6개월차이고, 둘째가 생겨 대표님과 팀장님께 말씀 드렸으나 오전까지는 단축근무를 받아드려주시고 수요일부터 단축근무를 들어가기로 했었습니다
오후 퇴근 한시간전 회사 내부 재정악화로 승인을 갑자기 거부하며 육아휴직 급여인 2000만원을 대신해 실업급여+천만원을 주신다고 합니다..
임신 5주차정도라 출산휴가+육아휴직 전 임금을 받으며 출산준비를 하려고 했는데 갑자기 오늘까지 일 하고, 남은 연차를 다 소진이후에 권고사직으로 퇴사처리를 하신다고 해요
아마 벌금이나 이런 부분 때문에 실업급여 등 해주시는 거 같은데 선택권 없이 반강제적으로 강요 받은 상황이며, 수용 안 할시 내부에서 업무능력이나 이런걸로 한다고 하는데..
어떡게 해야하는게 맞나요..?
권고사직을 받아들이고 처리시 각서? 같이 쓴다고 하네요
아마 문제 제기를 하지 않겠다는 각서 같은 거 같아요
따지면 육아휴직 전 급여정도네요 ㅠ
갑작스럽고 당황스러워요.."
육아휴직 아시는분 답변부탁드려요ㅠㅠ,"남편과 같이 쓰는 6+6 육아휴직제도는 공무원은 해당사항이 없나요? ㅠㅠ 공무원 육아휴직급여가 따로 있나요? 남편이 소방공무원인데 인터넷 찾아보니 본봉의 80프로 정도밖에 안되는거같더라구요...
잘 아시는분 계시면 답변 부탁드립니다🥲"
살림(특히 청소) 잘하시는 분들 화장실청소ㅠㅠ,"세제 뭘로 하시나요?
원래 살림이랑 담을 쌓고 자취생처럼 대충 살았는데
아기도 태어나고 육아휴직도 한 마당에
이제 좀 깔끔히 주부처럼(?) 살아보려고 하는데ㅋㅋㅋ
아직 아기가 어려 락스는 써도 되는지 모르겠고
여기서 추천받은 프로쉬나 아스토니쉬는 맨날 쓰기엔 너무 비싸더라구요ㅠㅠ
다들 화장실 청소 뭘로 하시나여?"
아들셋에 막내는 쌍둥이......................,"꿈에 그리던 너무너무 원한 쌍둥이
왜 하필 넷째 다섯째에 주시나여........
게다 위에는 아들셋
진짜 요즘 하루하루 너무 심란해서
한숨만 푹푹 나와요...
일도 다니는데 아이둘 지키는게 맞는건지
쌍둥이를 잘 낳아 키울 수 있으련지
맘님분들은 어떠실거같나요?
막둥이 이제 돌지나서 정말 넘나 이쁜데
아이를 이제 또 둘이나 낳자니
막막해요
복직한지도 얼마 안됬는데
또 육아휴직 눈치보이고요......
어쩌죠 저.................."
출산전후휴가 중 출산일 확보 안된 경우,"안녕하세요,
쌍둥이 출산하였는데 출산휴가 신청할 때와 실제 출산일이 달라서 9일이 부족하다고 공단에서 회사로 연락받았다고 합니다.
이 때 9일은 육아휴직으로 써야하는 건가요??
아직 세번째 달 출산후급여를 받지 못했는데 9일을 제외하고 주려나요??"
워킹맘 첫날 찐 현타오네요ㅠㅠㅠ,"13개월 아기 키우는 36 엄마인데
5년 넘게 일한 직장에서 출산휴가+육아휴직쓰고
오늘 조기복직했어요.
다행히 육아기근로단축 사용 허락 받아서
오늘부터 바로 쓰는데....
저 좌천(?)됐거든요 ㅋㅋㅋㅋ
원래 출장직이고 출장다니는 만큼 급여도 높았고
장거리 운전하며 돌아다니는 것 자체도,
새로운 사람들 만나는 것도 좋아해서
제 직업 만족도가 엄청 높았었는데..
회사에서 아기가 언제 다칠지, 언제 아플지 몰라
출장다니기 힘들지 않냐며
사무직으로 배려해주셔서 감사하긴 했지만
출장 나가지않으면 사실 전 재미도 없고...
급여도 줄어들고...
또 사무실 일은 전혀 안해봐서 복직하자마자
인수인계 받느라 정신없고... 너무 현타와요ㅜㅜ
잡일은 더럽게 많고 마치 집에서 애보던 내가
그냥 회사에 나와 똑같은 티안나는 집안일 하는 느낌이에요.
그러면서도 4시 퇴근하면서 동료직원들한테 미안하기도 하고...ㅠㅠ
퇴근하고 집가서 부랴부랴 아기 반찬만들고 집 청소하니 5시 15분.
아기 데리러 가니 저희 아기만 마지막까지 남아있네요.
저 보자마자 엄마엄마!!!!하는데 넘 맘아프고요..
엄마는 어디까지 희생해야 하는걸까요..
얼마나 더 단단해져야하는 걸까요....ㅠㅠ"
육아휴직 분할 해서 쓰시나요 ?!,"안녕하세요 육아 휴직 분할해서 사용하시는 분들 많이 계시나요?
저는 남편이랑 6개월씩 번갈아가면서 쓰고 싶은데
회사에서는 사람 구하기가 어렵다고 약간 꺼리는 눈치라서;;..
분할해서 사용하시는 분 계시면 댓글 주세요 ㅎㅎ.."
육아휴직 대체인력 원래 이렇게 잘안구해지나욥^_^;;,"아무래도 1년3개월 계약직이라 그런거일지 몰라도
잘 안구해지는거같아요ㅠ
다른분들은 바로 구해지셨나요?!"
산후도우미 안 하신 분들 계세요??,"저는 시엄니가 저희 집 오셔서
청소기 한번 하셔도 너무 불편하고
저랑 남편 아닌 사람이 집에서 설거지라도 한다..
하면 생각만 해도 스트레스거든요 ㅠㅠ
그래서 산후 도우미 안 하고 싶은데
주변에서 다들 지금은 안 힘들어서 그렇다..
나중에 후회한다 하는데 ㅠㅠ 꼭 해야될까요"
육아휴직급여 회사에서 100% 지급하는건가요?,육아휴직 사용한다고하니 나라에서 지원해주는 금액없어서 회사에서 100% 다 줘야한다고 육아휴직 안된다고하는데 맞나요?
출산휴가 육아휴직 좀 봐주세요.. ㅜㅜ,"5인 이상 병원 근무중인데 오너가 자꾸 말이 바뀌네요
오픈 병원이라 1/18일 입사후 임신하게 되서 죄송하다고 관둔다고 했을때 출산휴가 준다며 잡더라구요 편안곳으로 배정받아 다니고있는데 수습 3개월 끝날때 되니 육휴 1년 못준다길래 다시 관둔다햇어요 그랫더니 7월까지 다니고 8 9 10 출산휴가 받고 11 12 1 육아휴직후 계약 종료하고 실업급여 해준다고해서 그거라도 감사하니 알겠다고 하고 다니고 있는데 또 말이 달라지네요? 1/18일 입사후 4/18일 수습 3개월
다시 재계약 4/18-12/31일 이렇게 계약서 작성해서 퇴직금도 안주고 육아휴직도 2개월 다른 직원들 계약도 12월 까지로 햇다거 하는데 다른직원들 계약서 보니 4/18~ 기간이 안적혀있네요 ㅋㅋㅋㅋㅋㅋㅋ
오기로 다녀서 받을거 다 받을지 아니면 그냥 내일 퇴사할지 고민이에요 ㅠㅠㅠㅠ
출휴 육휴 달라고 한것도 아니고 지들이 준다고 한건데 말이 벌써 3번이나 바뀌고 지긋지긋하네요"
육아휴직비 지급일자,"예를들어 10월 15일자부터 육아휴직이면
11월15일에 육휴비가 지급되나요?"
사장님이 육휴 못써주신대서 결국 권고사직으로 퇴사하네요..,"현 직장에서 6개월 조금 안되었는데
갑자기 4월 17일에 전화가왔어요
회사 사정이 너무너무 힘들어져서
더이상 같이 일할수가 없겠다구요..
진짜 회사 재무 사정이 어떤지를
제가 관련업무 처리하면서 많이 힘든가보다 느끼고있었기때문에 놀랍지도 않았어요..
나쁘게 나가고싶지도 않았지만 , 제가 사정상 외벌이 이기때문에 실업급여보다는 육아휴직 급여가 더 유리할듯 해서 육아휴직을 해주셨음 한다. 하니 알아보고 월요일까지 확답 주시기로 했었거든요.
저의 경우 이전직장포함 피보험단위기간이 180일 넘고
육아휴직 신청서는 30일 이전 제출, 개시일 기준으로 근속 6개월이 지난 직원이라면 무조건 허용해주어야 하더라구요?
그래서 위 요건 충족하도록 신청서만 발송하면 제 조건은 거부권이 없는 상태임에도 불구하고...
퇴직금 산정기준때문에 아휴직은 들어주기 어렵겠다고 진심으로 사죄하는 사장님..
남은 직원들도 불안에 떨고있어요.
이미 한차례 월급이 밀렸었는데
아무잘못없는 제가 경영상 어려움으로 사실상 해고나 다름없는 상황이 됐으니 퇴직금도 정산 못받는거 아닌지 심란한 분위기입니다.
나도 나지만 저의 일 말고도 괴로울 일 많은 사장님 불쌍해서 너무너무 아쉽지만 싸움은 하지않고
그냥 실업급여만 수급 하기로 넘어가기로 했어요
잘못없는데 내 의지와 상관 없이 회사를 나가게 된다는건 이런 기분이군요.. 첨 알았네요
아쉽고 슬프기도 한데 어디 말 할 데가 없어
오랜만에 맘스홀릭에 끄적여보네요..
맘님들 저 앞으로 또 좋은 회사 갈 수 있겠죠?
응원부탁드려요..!"
육아휴직6개월 vs 새로운직장 ㅠㅠ,"주5일근무하는 직장에다니면서 집안일에 양육에
너무힘들어서 육아휴직중이예요.
지금
육아휴직 6개월 남았는데..
4년남짓 고대한 직장에 자리가 나와서
탈락예상하고 면접부터 봤는데 덜컥 되버렸어요.ㅠㅠ
당장 다음달부터 일해야되는데
육아휴직은 만8세라 내년부터 없는 혜택이라
너무고민되요ㅠ
맘님 이런상황이라면 어떤선택하시겠어요?
참고로 새로운직장은 세후 월90만원 남짓이라
10개월은 일해야 육아급여소득이랑 같아요.ㅠㅋㅋ"
남편분들 출산휴가나 육아휴직 쓰시나요?,"공무원이나 대기업 아니여도 요즘 다 남자들도
출산휴가나 육아휴직 쓸 수 있나요?
중소기업은 그런 제도가 거의 없는거 같은데..
저희 신랑은 출산휴가 1달 쓸 수 있어서
산후도우미 이용 끝나고 쓰긴 했거든요
근데 다른 대 기업들 육휴 신랑들이 쓰고 그런거 보면
너무 부럽더라구요 ㅠ"
출산 60일만에 복직..,"오늘 출산 60일만에 복직했어요
남편이 평일 휴무+연차 사용하여 교대로 아기보려고했는데 남편회사에서 갑자기 연차사용 및 육아시간 사용이 불가하다고하네요..
일하고싶어서 복직한다고했는데 사정상 육아휴직 사용한다고 회사에 말하기가 곤란스럽네요ㅠ
복직 후 저를 받아준다는 보장도없고 너무 힘든 하루입니다ㅜ"
남자 육아휴직은 나라에서 강제성이 필요할듯요..,"육아휴직 1년 반까지 늘려주면 뭐하나요
우리나라 어느 회사에서 남자가 3개월 육아휴직 간다고 하면
뒷말없이 페널티 없이 받아줄런지..
3개월 육아휴직 얘기 꺼낸거 자체로도 미운털 박힐것같은데
진짜 정책이 아이러니하네요; 최소한 애를 백일동안은 엄마아빠가 같이 봐야하는게 아닌지...
낳고 난 직후부터도 무조건적인 엄마의 희생만 필요하네요"
남편 육아휴직 시기,"신생아 육아를 같이 하는게 좋을지
애 좀 크고 쓰는게 좋을지
저는 당연히 신생아때가 제일 잠도 부족하고
힘들 것 같아서 그때 같이 육아하는게 낫지 않나 싶었는데
아이가 일어나서 걷기 시작할때도 만만치 않고
그때 남편이 육아휴직하면 애 데리고 놀러다니기도 좋다고들 해서
갑자기 혹해버렸지 뭐예요 ㅎㅎㅎ
보통 남편 육후는 언제쯤 많이 하시나요??"
육아휴직 후 이직 연봉 협상 해보신 분?,"육아휴직 끝나고
아시는 분이 다른 회사로 불러주셔서 이직 절차 진행 중인데요.
희망연봉을 15프로 인상해서 말씀드렸는데
5프로 인상하는 방향으로 말하시네요..ㅎㅎ
10프로 더 올리는 걸로 다시 말씀드려보려고 하는데
괜찮을까요,, 이직이 처음이라 다 어렵네요ㅜㅜ
어쨋든 휴직하고 공백이 길었던 터라
내가 10프로 인상을 말해도 될까? 하는 걱정도 되고요ㅠ"
